SOC,Temp,T=10.00,T=11.00,T=12.00,T=13.00,T=14.00,T=15.00,T=16.00,T=17.00,T=18.00,T=19.00,T=20.00,T=21.00,T=22.00,T=23.00,T=24.00,T=25.00,T=26.00,T=27.00,T=28.00,T=29.00,T=30.00,T=31.00,T=32.00,T=33.00,T=34.00,T=35.00,T=36.00,T=37.00,T=38.00,T=39.00,T=40.00,T=41.00,T=42.00,T=43.00,T=44.00,T=45.00,T=46.00,T=47.00,T=48.00,T=49.00,T=50.00
0.1,20.0,0.001935651,0.002060727,0.002193886,0.002335648,0.002486571,0.002647246,0.002818304,0.003000414,0.003194292,0.003400699,0.003620442,0.003854384,0.004103444,0.004368596,0.004650883,0.004951409,0.005581954,0.006271249,0.00702076,0.007831147,0.008702088,0.009632089,0.0106182839999999,0.011656246,0.0127397939999999,0.013860817,0.014365053,0.014887633,0.015429223,0.015990516,0.016572228,0.017175102,0.017799907,0.0184474419999999,0.019118533,0.019814038,0.020534843,0.021281871,0.022056075,0.022858443,0.02369
0.11,21.0,0.001939512,0.002064837,0.002198261,0.002340307,0.002491531,0.0026525259999999,0.002823925,0.003006399,0.003200664,0.003407481,0.0036276629999999,0.003862072,0.004111628,0.00437731,0.004660159,0.004961285,0.0055930869999999,0.0062837569999999,0.007034763,0.007846766,0.008719445,0.0096513,0.0106394619999999,0.0116794939999999,0.012765203,0.0138884619999999,0.0143937039999999,0.014917327,0.015459997,0.01602241,0.016605282,0.017209358,0.017835409,0.018484235,0.019156665,0.019853557,0.0205757999999999,0.021324318,0.022100066,0.022904034,0.02373725
0.12,22.0,0.001943372,0.0020689479999999,0.002202637,0.002344965,0.00249649,0.002657806,0.0028295459999999,0.003012383,0.003207035,0.003414264,0.003634884,0.00386976,0.004119812,0.004386023,0.004669435,0.004971161,0.0056042209999999,0.006296265,0.007048766,0.0078623859999999,0.0087368009999999,0.009670511,0.01066064,0.011702743,0.012790613,0.013916108,0.014422356,0.01494702,0.015490771,0.016054303,0.016638335,0.0172436139999999,0.017870911,0.0185210289999999,0.019194797,0.019893076,0.020616757,0.021366765,0.022144057,0.022949626,0.0237845
0.13,23.0,0.0019472329999999,0.002073058,0.002207013,0.002349624,0.00250145,0.002663086,0.002835167,0.003018367,0.003213406,0.003421047,0.003642105,0.003877447,0.004127997,0.004394736,0.0046787109999999,0.0049810359999999,0.005615354,0.006308773,0.007062769,0.007878005,0.008754158,0.009689723,0.0106818189999999,0.011725992,0.012816023,0.013943753,0.014451007,0.0149767139999999,0.015521545,0.016086196,0.0166713889999999,0.01727787,0.017906413,0.018557823,0.019232929,0.019932596,0.020657714,0.021409212,0.022188048,0.022995217,0.02383175
0.14,24.0,0.001951094,0.002077168,0.002211389,0.002354282,0.002506409,0.0026683659999999,0.002840788,0.003024352,0.003219777,0.003427829,0.0036493259999999,0.003885135,0.004136181,0.004403449,0.004687988,0.004990912,0.0056264869999999,0.006321281,0.0070767719999999,0.007893624,0.008771514,0.009708934,0.0107029969999999,0.01174924,0.012841432,0.0139713989999999,0.014479658,0.015006407,0.0155523189999999,0.016118089,0.016704442,0.017312126,0.017941916,0.018594616,0.019271062,0.019972115,0.020698671,0.0214516589999999,0.022232039,0.023040809,0.023879
0.15,25.0,0.001954955,0.0020812779999999,0.002215764,0.002358941,0.002511369,0.0026736459999999,0.002846409,0.003030336,0.003226148,0.003434612,0.003656547,0.0038928229999999,0.004144366,0.004412163,0.004697264,0.005000788,0.005637621,0.006333789,0.007090774,0.007909244,0.008788871,0.009728145,0.010724175,0.0117724889999999,0.012866842,0.013999045,0.01450831,0.015036101,0.015583092,0.016149983,0.016737496,0.017346381,0.017977418,0.01863141,0.019309194,0.020011634,0.020739628,0.021494106,0.022276031,0.0230864,0.02392625
0.16,26.0,0.001958815,0.002085388,0.00222014,0.002363599,0.002516328,0.002678926,0.00285203,0.003036321,0.003232519,0.003441395,0.003663768,0.00390051,0.00415255,0.004420876,0.00470654,0.005010663,0.005648754,0.006346297,0.007104777,0.007924863,0.008806227,0.009747357,0.010745353,0.0117957369999999,0.012892252,0.01402669,0.014536961,0.0150657939999999,0.015613866,0.016181876,0.016770549,0.017380637,0.01801292,0.018668204,0.019347326,0.0200511539999999,0.020780585,0.0215365529999999,0.022320022,0.023131992,0.0239735
0.17,27.0,0.001962676,0.002089498,0.002224516,0.002368258,0.002521288,0.0026842059999999,0.002857652,0.003042305,0.00323889,0.003448178,0.003670989,0.003908198,0.004160734,0.004429589,0.0047158159999999,0.005020539,0.005659887,0.006358806,0.00711878,0.0079404819999999,0.008823583,0.009766568,0.0107665319999999,0.011818986,0.012917661,0.014054336,0.014565612,0.015095488,0.01564464,0.016213769,0.016803603,0.017414893,0.0180484219999999,0.018704997,0.019385458,0.020090673,0.020821542,0.0215789999999999,0.022364013,0.0231775829999999,0.02402075
0.18,28.0,0.001966537,0.0020936089999999,0.002228891,0.002372916,0.002526247,0.0026894859999999,0.002863273,0.003048289,0.0032452609999999,0.00345496,0.00367821,0.003915885,0.004168919,0.004438302,0.004725093,0.005030414,0.00567102,0.006371314,0.007132783,0.007956102,0.00884094,0.009785779,0.01078771,0.0118422339999999,0.012943071,0.014081981,0.014594263,0.015125182,0.015675414,0.016245663,0.016836656,0.017449149,0.0180839239999999,0.018741791,0.01942359,0.0201301919999999,0.020862499,0.021621447,0.022408004,0.023223175,0.024068
0.19,29.0,0.001970397,0.002097719,0.002233267,0.002377575,0.002531207,0.002694766,0.002868894,0.003054274,0.003251632,0.0034617429999999,0.003685431,0.003923573,0.004177103,0.004447015,0.004734369,0.00504029,0.005682154,0.006383822,0.007146786,0.007971721,0.008858296,0.00980499,0.010808888,0.011865483,0.012968481,0.014109627,0.014622915,0.015154875,0.015706187,0.016277556,0.01686971,0.017483405,0.018119426,0.018778585,0.019461722,0.020169712,0.020903456,0.021663894,0.022451995,0.023268766,0.02411525
0.2,30.0,0.001974258,0.002101829,0.002237643,0.002382233,0.002536166,0.0027000459999999,0.002874515,0.0030602579999999,0.0032580029999999,0.0034685259999999,0.003692652,0.003931261,0.004185287,0.004455729,0.004743645,0.005050166,0.0056932869999999,0.00639633,0.007160789,0.00798734,0.008875653,0.0098242019999999,0.0108300669999999,0.011888731,0.01299389,0.014137272,0.014651566,0.0151845689999999,0.015736961,0.016309449,0.016902763,0.017517661,0.018154928,0.018815378,0.019499855,0.020209231,0.020944413,0.021706341,0.022495986,0.023314357,0.0241625
0.21,31.0,0.001978119,0.002105939,0.002242019,0.002386891,0.002541126,0.0027053259999999,0.0028801359999999,0.003066242,0.003264374,0.003475309,0.003699873,0.003938948,0.004193472,0.004464442,0.0047529209999999,0.0050600409999999,0.00570442,0.006408838,0.0071747919999999,0.008002959,0.008893009,0.009843413,0.010851245,0.01191198,0.0130192999999999,0.014164918,0.0146802169999999,0.015214262,0.015767735,0.016341342,0.016935817,0.017551917,0.01819043,0.018852172,0.019537987,0.02024875,0.02098537,0.0217487879999999,0.022539977,0.0233599489999999,0.02420975
0.22,32.0,0.001981979,0.002110049,0.002246394,0.00239155,0.002546085,0.002710606,0.002885757,0.003072227,0.003270745,0.0034820909999999,0.003707094,0.003946636,0.004201656,0.004473155,0.004762198,0.005069917,0.005715554,0.006421346,0.007188795,0.008018579,0.008910366,0.009862624,0.010872423,0.011935228,0.01304471,0.014192564,0.014708868,0.015243956,0.015798509,0.016373236,0.01696887,0.017586173,0.018225933,0.018888966,0.019576119,0.02028827,0.021026327,0.021791235,0.022583968,0.02340554,0.024257
0.23,33.0,0.00198584,0.002114159,0.00225077,0.002396208,0.002551045,0.002715886,0.002891378,0.003078211,0.0032771159999999,0.003488874,0.003714315,0.003954323,0.00420984,0.004481868,0.004771474,0.005079793,0.0057266869999999,0.006433854,0.007202798,0.008034198,0.0089277219999999,0.009881836,0.0108936019999999,0.011958477,0.01307012,0.014220209,0.01473752,0.0152736489999999,0.015829283,0.0164051289999999,0.0170019239999999,0.017620429,0.018261435,0.018925759,0.019614251,0.020327789,0.021067284,0.021833682,0.022627959,0.023451132,0.02430425
0.24,34.0,0.001989701,0.002118269,0.002255146,0.002400867,0.0025560039999999,0.0027211659999999,0.002897,0.003084195,0.003283487,0.003495657,0.0037215359999999,0.003962011,0.004218025,0.004490582,0.00478075,0.005089668,0.00573782,0.006446362,0.007216801,0.0080498169999999,0.008945078,0.009901047,0.01091478,0.011981725,0.013095529,0.014247855,0.014766171,0.015303343,0.015860056,0.016437022,0.017034977,0.017654685,0.018296937,0.018962553,0.019652383,0.020367308,0.021108241,0.0218761289999999,0.022671951,0.0234967229999999,0.0243514999999999
0.25,35.0,0.001993561,0.00212238,0.002259522,0.002405525,0.0025609639999999,0.0027264459999999,0.0029026209999999,0.00309018,0.0032898579999999,0.00350244,0.003728757,0.003969699,0.004226209,0.004499295,0.004790026,0.005099544,0.005748953,0.00645887,0.007230804,0.008065437,0.008962435,0.009920258,0.010935958,0.012004974,0.013120939,0.0142755,0.014794822,0.015333036,0.01589083,0.016468916,0.017068031,0.017688941,0.018332439,0.018999347,0.019690515,0.020406828,0.0211491979999999,0.021918576,0.022715942,0.023542315,0.02439875
0.26,36.0,0.001997422,0.00212649,0.002263897,0.002410184,0.002565923,0.002731726,0.002908242,0.003096164,0.003296229,0.003509222,0.003735978,0.0039773859999999,0.004234394,0.004508008,0.004799302,0.00510942,0.005760087,0.006471378,0.007244807,0.008081056,0.0089797909999999,0.00993947,0.010957136,0.012028222,0.013146349,0.014303146,0.014823474,0.01536273,0.015921604,0.0165008089999999,0.017101084,0.017723197,0.018367941,0.01903614,0.019728647,0.020446347,0.021190155,0.021961023,0.022759933,0.023587906,0.024446
0.27,37.0,0.002001283,0.0021306,0.002268273,0.002414842,0.002570883,0.0027370059999999,0.002913863,0.003102149,0.0033025999999999,0.003516005,0.003743199,0.003985074,0.0042425779999999,0.004516721,0.004808579,0.005119295,0.00577122,0.0064838859999999,0.00725881,0.008096675,0.008997148,0.009958681,0.010978315,0.012051471,0.013171758,0.014330791,0.014852125,0.0153924239999999,0.015952378,0.016532702,0.017134138,0.017757453,0.018403443,0.019072934,0.01976678,0.020485866,0.021231112,0.02200347,0.022803924,0.023633498,0.02449325
0.28,38.0,0.002005143,0.00213471,0.002272649,0.002419501,0.002575842,0.0027422859999999,0.002919484,0.003108133,0.003308972,0.003522788,0.00375042,0.003992762,0.004250762,0.004525434,0.004817855,0.005129171,0.005782353,0.006496394,0.007272813,0.008112295,0.009014504,0.009977892,0.010999493,0.012074719,0.013197168,0.014358437,0.014880776,0.0154221169999999,0.015983151,0.016564595,0.017167191,0.017791709,0.018438945,0.019109728,0.019804912,0.020525386,0.0212720689999999,0.022045917,0.022847915,0.023679089,0.0245405
0.29,39.0,0.002009004,0.00213882,0.002277025,0.002424159,0.002580802,0.002747566,0.002925105,0.003114117,0.0033153429999999,0.00352957,0.003757641,0.004000449,0.004258947,0.004534148,0.004827131,0.005139047,0.005793486,0.006508903,0.007286816,0.008127914,0.009031861,0.009997104,0.011020671,0.012097968,0.013222578,0.014386083,0.014909427,0.015451811,0.016013925,0.016596489,0.017200245,0.017825965,0.018474448,0.019146521,0.019843044,0.020564905,0.021313026,0.022088364,0.022891906,0.023724681,0.02458775
0.3,40.0,0.002012865,0.00214293,0.0022814,0.0024288179999999,0.002585761,0.0027528459999999,0.002930726,0.003120102,0.003321714,0.003536353,0.003764862,0.004008137,0.0042671309999999,0.004542861,0.004836407,0.005148922,0.00580462,0.0065214109999999,0.007300819,0.008143533,0.009049217,0.010016315,0.01104185,0.012121216,0.013247987,0.014413728,0.0149380789999999,0.0154815039999999,0.016044699,0.016628382,0.017233298,0.017860221,0.01850995,0.019183315,0.019881176,0.020604424,0.0213539829999999,0.02213081,0.022935897,0.023770272,0.024635
0.31,41.0,0.002016725,0.00214704,0.002285776,0.002433476,0.002590721,0.002758125,0.002936348,0.0031260859999999,0.003328085,0.0035431359999999,0.003772083,0.004015824,0.004275315,0.004551574,0.004845684,0.005158798,0.005815753,0.006533919,0.0073148219999999,0.008159153,0.009066573,0.010035526,0.011063028,0.012144465,0.013273397,0.014441374,0.01496673,0.015511198,0.016075473,0.016660275,0.017266352,0.017894477,0.018545452,0.019220109,0.019919308,0.0206439439999999,0.02139494,0.022173257,0.0229798879999999,0.023815863,0.02468225
0.32,42.0,0.0020205860963325,0.0021511505686358,0.0022901517422797,0.0024381347726826,0.0025956800416407,0.0027634054335555,0.0029419687587446,0.00313207033334,0.0033344557258909,0.0035499186814462,0.0037793042345804,0.0040235120235765,0.0042834998187601,0.0045602872788256,0.0048549599498847,0.0051686735229222,0.0058268862825643,0.0065464267934022,0.0073288253678697,0.0081747719853703,0.0090839297798728,0.0100547376318792,0.0110842062502004,0.0121677135419798,0.013298806606145,0.0144690193023154,0.0149953812508827,0.015540891484148,0.0161062465889519,0.0166921684929548,0.0172994053864988,0.0179287326780062,0.0185809539841336,0.0192569021559467,0.0199574403424258,0.0206834630926598,0.0214358974981369,0.0222157043765895,0.0230238794989067,0.0238614548606788,0.0247294999999999
0.33,43.0,0.0020244467766153,0.0021552607149941,0.0022945274744952,0.0024427932521508,0.0026006395386773,0.0027686853990515,0.0029475899004519,0.0031380546970857,0.0033408267820404,0.0035567014169523,0.0037865252509812,0.0040311996413251,0.0042916841882959,0.004569000498823,0.004864236193142,0.005178549170386,0.0058380195596969,0.0065589348775118,0.0073428283601919,0.0081903913054661,0.0091012862036622,0.0100739489524925,0.0111053845492086,0.0121909620696435,0.0133242162833378,0.0144966648738811,0.0150240325282682,0.0155705850534731,0.0161370203672866,0.016724061776737,0.0173324589017139,0.0179629886321919,0.0186164561202766,0.0192936958083403,0.0199955724945591,0.020722982437213,0.0214768544991594,0.0222581513339398,0.0230678706150361,0.0239070463098455,0.02477675
